,arrest_key,arrest_date,pd_desc,ofns_desc,law_code,law_cat_cd,age_group,perp_sex,perp_race,latitude,longitude,arrest_boro,arrest_precinct,jurisdiction_code
3679,192890886,2019-01-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,WHITE HISPANIC,40.65799306600008,-74.00069344599996,K,72,0.0
3722,192298019,2019-01-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.821472723000056,-73.90527847099997,B,42,0.0
3790,193769445,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.72046384000004,-74.00685220399998,M,1,0.0
3797,192003987,2019-01-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160050H,F,25-44,M,WHITE HISPANIC,40.67111083400005,-73.91356336299998,K,73,0.0
3804,197146627,2019-05-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.59646293100008,-73.77246640899995,Q,101,0.0
3810,195106901,2019-03-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,WHITE HISPANIC,40.70696299700006,-73.81726851399998,Q,107,0.0
3818,204410415,2019-10-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.78450736500002,-73.97548255699996,M,20,0.0
3819,203790416,2019-10-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,F,WHITE HISPANIC,40.86940749200005,-73.87999831299999,B,52,0.0
3838,199816826,2019-07-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.810398494000026,-73.92489531099994,B,40,0.0
3851,198861106,2019-06-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
3856,194362377,2019-03-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.72046384000004,-74.00685220399998,M,1,0.0
3857,204325214,2019-10-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
3880,192042963,2019-01-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK,40.66546058500006,-73.88938390199996,K,75,0.0
3891,201882570,2019-09-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.71552621300003,-74.00123874799993,M,5,0.0
3925,193877899,2019-02-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.70744736400008,-73.79214176799996,Q,103,0.0
3954,191791395,2019-01-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,WHITE HISPANIC,40.70146505300005,-73.90294965099997,Q,104,0.0
3987,195142940,2019-03-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.737472885000045,-73.99022968099996,M,13,0.0
4043,195435201,2019-04-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,F,BLACK,40.74166847300006,-73.98108820799996,M,13,0.0
4075,203893752,2019-10-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.68239828900005,-73.84007936899997,Q,106,0.0
4083,192414640,2019-01-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
4095,202257832,2019-09-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.810398494000026,-73.92489531099994,B,40,0.0
4100,191837886,2019-01-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,M,BLACK,40.71567057300007,-73.98394174399994,M,7,0.0
4164,191994724,2019-01-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.82506399000005,-73.87739726099994,B,43,0.0
4195,202733877,2019-09-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.67141166300007,-73.88151172399995,K,75,0.0
4226,192012563,2019-01-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,F,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
4255,201838312,2019-09-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.671266855000056,-73.76561062899998,Q,113,0.0
4277,196375326,2019-04-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,F,BLACK,40.67175854900006,-73.89684286899995,K,75,0.0
4301,192601728,2019-01-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.76690500600006,-73.96373101899997,M,19,0.0
4320,197610918,2019-05-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.77687647100004,-73.95541033799998,M,19,0.0
4340,200506849,2019-07-31,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,F,BLACK,40.70451983100003,-73.89347040299998,Q,104,0.0
4413,192938610,2019-01-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,F,BLACK HISPANIC,40.70744736400008,-73.79214176799996,Q,103,0.0
4426,191775992,2019-01-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,F,BLACK,40.64237987400003,-73.88957350399994,K,69,0.0
4427,200128718,2019-07-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.84227324600005,-73.87224065199996,B,48,0.0
4489,199131484,2019-06-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,18-24,M,BLACK HISPANIC,40.83025350600008,-73.87669751699997,B,43,0.0
4533,200628569,2019-08-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,45-64,F,WHITE HISPANIC,40.64465822300008,-74.01258472999996,K,72,0.0
4545,204410427,2019-10-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,ASIAN / PACIFIC ISLANDER,40.74500029700005,-73.87012832399995,Q,110,0.0
4550,199244918,2019-07-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.68004872600005,-73.77590919399995,Q,113,0.0
4560,194563540,2019-03-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,BLACK,40.67371544800005,-73.93898267799995,K,77,0.0
4582,192526601,2019-01-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,WHITE HISPANIC,40.65799306600008,-74.00069344599996,K,72,0.0
4617,191719218,2019-01-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,WHITE,40.68239828900005,-73.84007936899997,Q,106,0.0
4623,196816714,2019-05-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,<18,M,BLACK,40.88733281800006,-73.84725001299995,B,47,0.0
4645,204421365,2019-10-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.71773401300004,-73.83584966099994,Q,112,0.0
4671,201544945,2019-08-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,25-44,M,BLACK,40.57268120900005,-74.10754247099999,S,122,0.0
4712,194061333,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK HISPANIC,40.83778161800007,-73.91945797099999,B,44,0.0
4732,197773146,2019-05-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,BLACK,40.66416202000005,-73.94681681999998,K,71,0.0
4790,197738774,2019-05-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK HISPANIC,40.82189331800004,-73.85343404199995,B,43,0.0
4819,193636603,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.78450736500002,-73.97548255699996,M,20,0.0
4826,200056236,2019-07-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE HISPANIC,40.54867248800008,-74.14046415499996,S,122,0.0
4894,191735613,2019-01-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.68204661200008,-73.87786931499994,K,75,0.0
4908,203348161,2019-10-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,25-44,M,BLACK,40.829952373000026,-73.93005138299998,B,44,0.0
4932,193173218,2019-02-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.80383633200006,-73.96682089699993,M,24,0.0
4949,192049284,2019-01-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.85429899600007,-73.90807658799997,B,46,0.0
4968,197559783,2019-05-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.61596975600003,-74.06751930199994,S,120,0.0
4976,204268817,2019-10-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,25-44,M,BLACK,40.88782111000006,-73.83129224099997,B,47,1.0
4979,197844673,2019-05-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.69480753800008,-73.81625964199998,Q,102,0.0
4980,192152400,2019-01-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.66649382600008,-73.88779253999996,K,75,0.0
5040,193137362,2019-02-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE HISPANIC,40.76539747500004,-73.98570226399994,M,18,0.0
5070,192012585,2019-01-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.75655452900003,-73.99214714599998,M,14,0.0
5101,194285455,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.85358740100003,-73.90059135599995,B,46,0.0
5120,192654330,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
5123,202754380,2019-09-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.68874336800008,-73.94498708099997,K,79,0.0
5129,203713203,2019-10-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,WHITE HISPANIC,40.75875990800006,-73.88310702099994,Q,115,0.0
5257,197463162,2019-05-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK,40.69314145000004,-73.96983296499997,K,88,0.0
5305,193118208,2019-02-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,F,BLACK,40.84831982500003,-73.93446705399998,M,34,0.0
5333,197634902,2019-05-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,18-24,M,BLACK,40.85889017400007,-73.87020236699993,B,49,0.0
5351,195884171,2019-04-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK HISPANIC,40.86940749200005,-73.87999831299999,B,52,0.0
5400,191791349,2019-01-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,18-24,M,BLACK,40.68327625500007,-73.93062708399998,K,81,0.0
5401,197078190,2019-05-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,WHITE,40.74283378800004,-73.99842802399996,M,10,0.0
5469,204215796,2019-10-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.75679820100004,-73.97111078699999,M,17,0.0
5519,193876524,2019-02-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,F,ASIAN / PACIFIC ISLANDER,40.75438901900003,-73.82748658199995,Q,109,0.0
5535,202090421,2019-09-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.71922294400008,-73.73373920099993,Q,105,0.0
5550,192417050,2019-01-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
5565,197158963,2019-05-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.85580274300003,-73.84390995399997,B,49,0.0
5576,197217980,2019-05-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,18-24,M,BLACK,40.68239828900005,-73.84007936899997,Q,106,0.0
5599,191988810,2019-01-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,WHITE HISPANIC,40.64502274600005,-74.07721684699999,S,120,0.0
5617,201834102,2019-09-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.72815345200007,-73.98201207799997,M,9,0.0
5670,197917285,2019-06-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,BLACK,40.75043076800006,-73.98928217599996,M,14,0.0
5679,199231376,2019-07-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,WHITE HISPANIC,40.80648236200005,-73.91771862999997,B,40,0.0
5684,192739308,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE HISPANIC,40.70629036500003,-73.95035033099998,K,90,0.0
5686,193118210,2019-02-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,F,BLACK,40.84831982500003,-73.93446705399998,M,34,0.0
5690,195866316,2019-04-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,F,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
5761,197550753,2019-05-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,WHITE HISPANIC,40.67597640200006,-73.96302338199996,K,77,0.0
5765,192087949,2019-01-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,BLACK HISPANIC,40.75449419700004,-73.87240900499995,Q,115,0.0
5775,196987529,2019-05-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.82766862300008,-73.92543589199994,B,44,0.0
5800,199088173,2019-06-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,BLACK,40.63396699400005,-74.13611845999998,S,121,0.0
5841,193636361,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.76355530400008,-73.96933900799996,M,19,0.0
5843,199833672,2019-07-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.74283378800004,-73.99842802399996,M,10,0.0
5874,200121583,2019-07-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,WHITE HISPANIC,40.69797026700007,-73.98993253599997,K,84,0.0
5904,191935436,2019-01-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.84413994500005,-73.90038861799997,B,48,0.0
5925,199250790,2019-07-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK HISPANIC,40.733575468000026,-73.99195500499997,M,6,0.0
5962,200701718,2019-08-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.726293088000034,-73.73476084899994,Q,105,0.0
5971,192277921,2019-01-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE,40.815929553000046,-73.94516735699995,M,32,0.0
6008,201987168,2019-09-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,BLACK,40.64412353700004,-73.95610442499998,K,70,0.0
6014,191970503,2019-01-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.726293088000034,-73.73476084899994,Q,105,0.0
6066,192605346,2019-01-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
6076,196432990,2019-04-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,WHITE HISPANIC,40.74168719800008,-73.86755815999999,Q,110,0.0
6106,191753741,2019-01-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.69843969400006,-73.83112953899996,Q,102,0.0
6112,204182921,2019-10-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.84078385800007,-73.93625260699997,M,33,0.0
6134,192639872,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,BLACK,40.62572501600005,-73.99104937999994,K,66,0.0
6202,193091193,2019-02-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.67614718200008,-73.89353735399999,K,75,0.0
6226,197716733,2019-05-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK HISPANIC,40.85072161800008,-73.89407485199996,B,48,0.0
6245,200171591,2019-07-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE,40.59406298000005,-73.96086869299995,K,61,0.0
6250,194312934,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,18-24,M,BLACK,40.65254568900008,-73.95924147399995,K,70,0.0
6285,202228506,2019-09-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,BLACK,40.81608766100004,-73.89582435399996,B,41,0.0
6295,203450247,2019-10-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.76786851900005,-73.96407706599996,M,19,0.0
6300,192144050,2019-01-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.72696506700004,-73.95311662899996,K,94,0.0
6319,193319918,2019-02-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,F,BLACK,40.81636614500008,-73.86762631099998,B,43,2.0
6329,192469724,2019-01-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.62851560000007,-73.94138369799998,K,63,0.0
6360,202598268,2019-09-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.70629036500003,-73.95035033099998,K,90,0.0
6374,192769083,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,18-24,M,WHITE,40.762043893000055,-73.82732958099996,Q,109,0.0
6382,196908113,2019-05-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,WHITE HISPANIC,40.84264632600008,-73.89368292099994,B,48,0.0
6468,193484026,2019-02-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.74470568300006,-73.99706743499996,M,10,0.0
6535,199107310,2019-06-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.84863533800007,-73.93424264399994,M,34,0.0
6537,193778952,2019-02-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE HISPANIC,40.75197560600003,-73.86377323599999,Q,115,0.0
6541,192767338,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.67141166300007,-73.88151172399995,K,75,0.0
6594,192885249,2019-01-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.82229848500003,-73.91169413099993,B,42,0.0
6620,200563141,2019-08-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,18-24,M,WHITE HISPANIC,40.68542345700007,-73.87602423999994,K,75,0.0
6640,202220745,2019-09-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,WHITE HISPANIC,40.84413994500005,-73.90038861799997,B,48,0.0
6668,198611653,2019-06-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,BLACK,40.81485289400007,-73.95631335299998,M,26,0.0
6681,193749559,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.71552621300003,-74.00123874799993,M,5,0.0
6684,191932612,2019-01-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,25-44,M,BLACK,40.68064050500004,-73.92092767499997,K,81,0.0
6685,203929657,2019-10-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,18-24,F,BLACK,40.748992274000045,-73.88133043299996,Q,115,0.0
6691,194464194,2019-03-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.66416202000005,-73.94681681999998,K,71,0.0
6708,192537131,2019-01-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.63636384100005,-74.00866668999998,K,66,0.0
6718,193564279,2019-02-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.733575468000026,-73.99195500499997,M,6,0.0
6724,192513838,2019-01-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.70629036500003,-73.95035033099998,K,90,0.0
6800,195839541,2019-04-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.81881540500007,-73.95408520999996,M,30,0.0
6801,195538172,2019-04-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.70629036500003,-73.95035033099998,K,90,0.0
6816,192591737,2019-01-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.64502274600005,-74.07721684699999,S,120,0.0
6826,192465488,2019-01-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,WHITE HISPANIC,40.810398494000026,-73.92489531099994,B,40,0.0
6857,201844530,2019-09-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,F,WHITE HISPANIC,40.67141166300007,-73.88151172399995,K,75,0.0
6860,196223311,2019-04-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK HISPANIC,40.81115104000003,-73.95139197799995,M,28,0.0
6907,204478389,2019-11-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,18-24,M,BLACK,40.64502274600005,-74.07721684699999,S,120,0.0
6912,192290494,2019-01-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.75032662300004,-73.99111204499997,M,14,0.0
6940,202947260,2019-09-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,F,BLACK,40.67949007200008,-73.99537578899998,K,76,0.0
6949,200081247,2019-07-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.84413994500005,-73.90038861799997,B,48,0.0
6982,197335979,2019-05-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.730756883000026,-74.00076997599996,M,6,0.0
6995,204857751,2019-11-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,<18,M,WHITE HISPANIC,40.78934789300007,-73.94735241299998,M,23,0.0
7010,202013988,2019-09-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,WHITE HISPANIC,40.67141166300007,-73.88151172399995,K,75,0.0
7069,193725087,2019-02-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.70451983100003,-73.89347040299998,Q,104,0.0
7071,195570534,2019-04-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,18-24,F,BLACK,40.67597640200006,-73.96302338199996,K,77,0.0
7080,192122360,2019-01-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,WHITE HISPANIC,40.82547196300004,-73.89294073699995,B,41,0.0
7081,192578069,2019-01-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.85919134200003,-73.90626228299993,B,46,0.0
7100,203639716,2019-10-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.84437805300007,-73.89055018399995,B,48,0.0
7104,192340739,2019-01-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,BLACK,40.71496615000007,-74.00565402799998,M,5,0.0
7172,193749574,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,BLACK,40.762043893000055,-73.82732958099996,Q,109,0.0
7198,191844880,2019-01-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
